Key,Type,Desc,中文 [zh],English,Japanese
Card_Info/10101,Text,,对指定目标造成<Demage>，追加【虚弱】并【眩晕】（奇数回合该卡牌伤害翻倍，偶数回合伤害减半）,"Deal <Demage> to the target, inflicting [Asthenia] and [Stun] (This card's damage doubles on odd turns, and halves on even turns)",ターゲットに<Demage>を与え、「衰弱」と「スタン」を付与する（奇数ターンはこのカードのダメージが倍増し、偶数ターンは半減する）。
Card_Info/10102,Text,,凝聚猛虎之力，对自身相邻的2/3名敌人造成<Demage>（奇数回合该卡牌伤害翻倍，偶数回合伤害减半）,"Channel the power of a fierce tiger, dealing <Demage> to the 2/3 adjacent enemies (This card's damage doubles on odd turns, and halves on even turns)",自身に隣接する敵2/3名に<Demage>を与える（奇数ターンはこのカードのダメージが倍増し、偶数ターンは半減する）。
Card_Info/10103,Text,,对场上每名带有【疫毒】单位造成<#HitCount#>次<Demage>并依次生成<#SwordCount#>把【飞剑】,Deals <Demage> <#HitCount#> times to each unit on the field with 【Plague】 and generates <#SwordCount#> 【Flying Swords】 in sequence.,フィールド上の「疫毒」を持つユニット1体ごとに<Demage>を<#HitCount#>回与え、そのたびに<#SwordCount#>本の「飛剣」を召喚する。
Card_Info/10104,Text,,"对目标造成<Demage>，并施加<#PBuffCount#>【疫毒】
【飞剑：3】消耗3把飞剑额外对3个目标追加等量【疫毒】并造成<Demage>","Deals <Demage> to the target and applies <#PBuffCount#> 【Plague】
【Flying Sword: 3】 Consumes 3 Flying Swords to additionally apply an equal amount of 【Plague】 to 3 targets and deal <Demage> to them.","対象に<Demage>を与え、<#PBuffCount#>の「疫毒」を付与する。
「飛剣：3」飛剣を3本消費し、さらに3体の対象に同量の「疫毒」を追加付与し、<Demage>を与える。"
Card_Info/10105,Text,,指定随从行动次数+<Demage>，并获得【预标记】状态。同时自身执行一次【自身抽牌】,"Designated follower gains +<Demage> action count and the Pre-Mark status. Additionally, self performs one Self Draw.",指定した従者の行動回数+<Demage>、「準マーク」状態を獲得する。同時に自身は「単体ドロー」を1回実行する。
Card_Info/10106,Text,,对指定目标造成<Demage>，若目标被【标记】则造成<$DemageMul$>倍伤害,"Deal <Demage> to the designated target. If the target is [Marked], deal <$DemageMul$>x damage.",ターゲットに<Demage>を与える。ターゲットが「マーク」されている場合は<$DemageMul$>倍のダメージを与える。
Card_Info/10107,Text,,使用后，全队每名随从施展一次《斩龙诀》,"After use, each allied follower performs Dragon-Slaying Decree once.",使用後、すべての味方従者がそれぞれ『斬龍決』を1回発動する。
Card_Info/10108,Text,,"激发血脉中人皇的力量，使指定单位获得<#DrugenCount#>层【龙威】和【防御】，并添加<Demage>,全队每有一点卡牌强度，护盾+<#AddCount#>","Awakens the power of the Human Emperor within the bloodline, granting the designated unit <#DrugenCount#> stacks of Dragon's Presence and DEF, and applies <Demage>. For each point of Card Power all allies possess, Shield +<#AddCount#>.",血脈の中の人皇の力を呼び覚まし、指定ユニットに<#DrugenCount#>スタックの「龍威」と「防御」を付与し、<Demage>を与える。味方全員が持つカード強度1ポイントにつき、シールド+<#AddCount#>。
Card_Info/1011,Text,,对指定目标添加<#TimeCount#>【岁月】，并将一张《回夜》加入手牌,Inflict <#TimeCount#> [Aging] on the target. Add 1 <Recurring Nights> to hand,指定ターゲットに<#TimeCount#>「歳月」を付与し、『回夜』を1枚手札に加える。
Card_Info/1012,Text,,对指定目标添加<#TimeCount#>【岁月】，并将一张《旬月》加入手牌,Inflict <#TimeCount#> [Aging] on the target. Add 1 <Decade Months> to hand,指定ターゲットに<#TimeCount#>「歳月」を付与し、『旬月』を1枚手札に加える。
Card_Info/1013,Text,,对指定目标添加<#TimeCount1#>【岁月】，同时对该目标的左右单位添加<#TimeCount2#>【岁月】，并将一张《百载》加入手牌,Inflict <#TimeCount1#> [Aging] on the target and <#TimeCount2#> [Aging] on its adjacent units. Add 1 <Hundred Years> to hand,ターゲットに<#TimeCount1#>「歳月」、隣接ユニットに<#TimeCount2#>「歳月」を付与し、『百載』を1枚手札に加える。
Card_Info/1014,Text,,对目标及左右单位添加<#TimeCount#>【岁月】，并将一张《上下五千年》加入手牌,Inflict <#TimeCount#> [Aging] on the target and its adjacent units. Add 1 <Five Millennia> to hand,ターゲット及び隣接ユニットに<#TimeCount#>「歳月」を付与し、『上下五千年』を1枚手札に加える。
Card_Info/1015,Text,,对目标及同阵营的所有单位添加<#TimeCount#>【岁月】，并将一张《上下五千年》加入手牌,Inflict <#TimeCount#> [Aging] on the target and all its allies. Add 1 <Five Millennia> to hand,ターゲットと同陣営のすべてのユニットに<#TimeCount#>「歳月」を付与し、『上下五千年』を1枚手札に加える。
Card_Info/1016,Text,,对所有敌人造成三次<Demage>，全场所有随从每有1点卡牌强度，该伤害+<$DemageAdd$>,"Deals <Demage> three times to all enemies. For every 1 point of Card Power all followers on the field possess, this damage increases by +<DemageAddDemageAdd>.",全ての敵に3回<Demage>を与える。フィールド上の全ての従者が持つカード強度1ポイントにつき、このダメージが<$DemageAdd$>増加する。
Card_Info/1017,Text,,"造成<Demage>并恢复等额生命
全场己方单位总计每有<#HpNeed#>点生命值，该卡牌伤害+<$DemageAdd$>
该卡牌视为《僵尸之血》","Deals <Demage> and restores an equal amount of HP.
For every <#HpNeed#> total HP of all allied units on the field, this card's damage increases by +<$DemageAdd$>
This card is treated as Zombie Blood.","<Demage>を与え、等しい量のHPを回復する。
フィールド上の全味方ユニットの合計HPが<#HpNeed#>あるごとに、このカードのダメージが<$DemageAdd$>増加する。
このカードは『僵屍の血』とみなされる。"
Card_Info/102,Text,,凝聚猛虎之力，对自身相邻的2/3名敌人造成<Demage>（奇数回合该卡牌伤害翻倍，偶数回合伤害减半）,"Channel the power of a fierce tiger, dealing <Demage> to the 2/3 adjacent enemies (This card's damage doubles on odd turns, and halves on even turns)",自身に隣接する敵2/3名に<Demage>を与える（奇数ターンはこのカードのダメージが倍増し、偶数ターンは半減する）。
Card_Info/103,Text,,对场上每名带有【疫毒】单位造成<Demage>并依次生成<#SwordCount#>把【飞剑】,"Deal <Demage> to every enemy unit on the field bearing [Plague Toxin], and generate <#SwordCount#> [Flying Swords] each time",フィールド上に「疫毒」を付与されたユニットそれぞれに<Demage>を与え、そのたびに「飛剣」を<#SwordCount#>本召喚する。
Card_Info/104,Text,,"对目标施加<#PBuffCount#>【疫毒】
【飞剑：3】消耗3把飞剑额外对3个目标追加等量【疫毒】并造成<Demage>","Applies <#PBuffCount#>【Plague】 to the target.
【Flying Sword: 3】 Consumes 3 Flying Swords to additionally apply an equal amount of 【Plague】 to 3 targets and deal <Demage> to them.","対象に<#PBuffCount#>の「疫毒」を付与する。
「飛剣：3」飛剣を3本消費し、さらに3体の対象に同量の「疫毒」を追加付与し、<Demage>を与える。"
Card_Info/105,Text,,指定随从行动次数+<Demage>，并获得【预标记】状态。同时自身执行一次【自身抽牌】,"Designated follower gains +<Demage> action count and the Pre-Mark status. Additionally, self performs one Self Draw.",指定した従者の行動回数+<Demage>、「準マーク」状態を獲得する。同時に自身は「単体ドロー」を1回実行する。
Card_Info/106,Text,,对指定目标造成<Demage>，若目标被【标记】则造成<$DemageMul$>倍伤害并【眩晕】,"Deal <Demage> to the designated target. If the target is [Marked], deal <$DemageMul$>x damage instead and inflict [Stun]",ターゲットに<Demage>を与える。ターゲットが「マーク」されている場合は<$DemageMul$>倍のダメージを与え、「スタン」を付与する。
Card_Info/107,Text,,对目标单位造成<Demage>，全队每有一点攻击力，伤害+<#AddCount#>,"Deals <Demage> to the target unit. For each point of ATK all allies possess, damage +<#AddCount#>.",対象ユニットに<Demage>を与える。味方全員が持つ攻撃力1ポイントにつき、ダメージ+<#AddCount#>。
Card_Info/108,Text,,"激发血脉中人皇的力量，使指定单位获得<#DrugenCount#>层【龙威】，并添加<Demage>,全队每有一点卡牌强度，护盾+<#AddCount#>","Awakens the power of the Human Emperor within the bloodline, granting the designated unit <#DrugenCount#> stacks of Dragon's Presence, and applies <Demage>. For each point of Card Power all allies possess, Shield +<#AddCount#>.",血脈の中の人皇の力を呼び覚まし、指定ユニットに<#DrugenCount#>スタックの「龍威」を付与し、<Demage>を与える。味方全員が持つカード強度1ポイントにつき、シールド+<#AddCount#>。
Card_Info/11,Text,,由纯粹灵气凝结成护盾，为目标及左右单位添加<Demage>并解除1种异常状态。,Form a shield of pure essence. Add <Demage> and remove 1 debuff for the target and adjacent units.,純粋な霊気でシールドを練り、ターゲットとその隣接ユニットに<Demage>を付与し、1種のデバフを解除する。
Card_Info/12,Text,,死去神灵的遗泽，还能提供些许庇佑。为指定单位添加<Demage>，并解除1种负面状态,What remains of a fallen deity that still offers some protection. Add <Demage> to the designated unit and remove 1 debuff,亡き神が遺した恩恵は、今なおわずかな庇護を与える。ターゲットに<Demage>を付与し、1種のデバフを解除する。
Card_Info/13,Text,,唤回场上飞剑，每唤回一把飞剑，手中所有剑术牌提高<#DemageUp#>点伤害。,,
Card_Info/14,Text,,指定一名己方单位受到<$Cost$>%最大生命值的真实伤害，行动次数+<Demage>,Designate an allied unit to take True Damage equal to <$Cost$>% of its Max HP and +<Demage> AP,味方ユニット1名を指定し、そのユニットに体力上限の<$Cost$>%分の真実ダメージを与え、行動回数+<Demage>。
Card_Info/15,Text,,抓住此刻的心感，为指定单位开启【心眼】<#BuffCount#>,"Seize the inner sensation of the moment, unlocking <#BuffCount#> [Mind's Eye] for the designated unit",現在の感覚を澄まし、ターゲットに<#BuffCount#>の「心眼」を付与する。
Card_Info/16,Text,,呼唤复苏的东风治愈自己，所有己方单位生命值+<#Heal#>。,,
Card_Info/17,Text,,划破寒冬的第一道雷霆，宣告春神的威严，对目标单位造成<Demage>。,,
Card_Info/18,Text,,重置目标单位行动次数。,Reset the target's AP.,ターゲットの行動回数をリセットする。
Card_Info/19,Text,,对敌人造成<Demage>，并回复一半伤害值的生命，对友方使用时，回复等量生命值。,"Deal <Demage> to the enemy, and heal for half of the damage dealt. If used on an ally, heal for the equal amount of the damage.",敵に<Demage>を与え、そのダメージの半分の体力を回復する。味方に使用するときは、<Demage>の体力を回復する。
